FIPS,County,State,Country,County and State,Lat,Long,Confirmed,Deaths,Active,Avg Household Size,Avg Number of Children per Household,Avg Number of Adults per Household,Total Population 65 and Older,Total Number of Workers 16 Years Old and Over,Percent of Workers Using Public Transport,Total Population,Total Population White,Percent of Population White,Total Population African American or Black,Percent of Population African American or Black,Total Population American Indian or Alaskan Native,Percent of Population American Indian or Alaskan Native,Total Population Asian,Percent of Population Asian,Total Population Native Hawaiian and Pacific Islander,Percent of Population Native Hawaiian and Pacific Islander
20209,Wyandotte,Kansas,US,"Wyandotte County, Kansas",39.11727348,-94.76378225,186,6,0,2.67,0.76,1.92,19309,73471,1,165324,95143,0.5755,34860,0.2109,618,0.0037,7957,0.0481,1379,0.0083
21015,Boone,Kentucky,US,"Boone County, Kentucky",38.97065142,-84.72615357,12,1,0,2.73,0.78,1.95,16093,64903,0.7,131533,119189,0.9062,3903,0.0297,0,0,2300,0.0175,0,0
21037,Campbell,Kentucky,US,"Campbell County, Kentucky",38.94384345,-84.37875208,12,1,0,2.42,0.57,1.85,13707,46011,2.3,93152,87558,0.9399,3016,0.0324,214,0.0023,944,0.0101,0,0
21047,Christian,Kentucky,US,"Christian County, Kentucky",36.89267803,-87.49055367,30,0,0,2.62,0.8,1.82,8490,30910,0.4,71671,50090,0.6989,15698,0.219,410,0.0057,1394,0.0194,1143,0.0159
21059,Daviess,Kentucky,US,"Daviess County, Kentucky",37.73028906,-87.0901948,55,1,0,2.44,0.61,1.83,16340,44440,0.4,101104,90215,0.8923,4299,0.0425,177,0.0018,1809,0.0179,901,0.0089
21067,Fayette,Kentucky,US,"Fayette County, Kentucky",38.0368225,-84.45576892,122,7,0,2.3,0.51,1.79,40073,163113,1.9,323780,240762,0.7436,47626,0.1471,356,0.0011,12495,0.0386,0,0
21093,Hardin,Kentucky,US,"Hardin County, Kentucky",37.6976111,-85.96319251,9,0,0,2.57,0.69,1.88,14260,50420,0.3,110356,86565,0.7844,12289,0.1114,901,0.0082,2503,0.0227,403,0.0037
21111,Jefferson,Kentucky,US,"Jefferson County, Kentucky",38.18664655,-85.65931031,304,17,0,2.35,0.55,1.8,117584,372989,2.8,770517,545801,0.7084,168182,0.2183,1914,0.0025,23035,0.0299,27,0
21117,Kenton,Kentucky,US,"Kenton County, Kentucky",38.93950319,-84.53241199,33,3,0,2.51,0.64,1.87,22334,81722,2.4,166051,147814,0.8902,7076,0.0426,385,0.0023,1936,0.0117,0,0
21145,McCracken,Kentucky,US,"McCracken County, Kentucky",37.05350953,-88.70445755,13,0,0,2.28,0.52,1.76,12395,28474,0.4,65346,55544,0.85,7164,0.1096,354,0.0054,627,0.0096,67,0.001
21151,Madison,Kentucky,US,"Madison County, Kentucky",37.71659336,-84.27220275,11,1,0,2.42,0.56,1.86,11707,40969,0.1,92368,84080,0.9103,3960,0.0429,138,0.0015,958,0.0104,0,0
21185,Oldham,Kentucky,US,"Oldham County, Kentucky",38.39791089,-85.448222,7,0,0,2.87,0.86,2,8023,30926,0.4,66470,60748,0.9139,2850,0.0429,82,0.0012,1050,0.0158,0,0
21227,Warren,Kentucky,US,"Warren County, Kentucky",36.99903045,-86.42672751,21,0,0,2.46,0.59,1.87,15710,59280,0.3,131264,105739,0.8055,9620,0.0733,190,0.0014,6036,0.046,1328,0.0101
22005,Ascension,Louisiana,US,"Ascension Parish, Louisiana",30.20406249,-90.9132841,347,11,0,2.82,0.81,2,13440,57643,0.1,124672,88992,0.7138,27087,0.2173,386,0.0031,1875,0.015,176,0.0014
22015,Bossier,Louisiana,US,"Bossier Parish, Louisiana",32.67932307,-93.60460152,139,3,0,2.54,0.66,1.88,16866,58410,0.4,127185,89362,0.7026,29728,0.2337,484,0.0038,2705,0.0213,362,0.0028
22017,Caddo,Louisiana,US,"Caddo Parish, Louisiana",32.57991587,-93.88375652,711,21,0,2.44,0.61,1.82,39667,104060,1.8,242922,111397,0.4586,119870,0.4935,1255,0.0052,3189,0.0131,140,0.0006
22019,Calcasieu,Louisiana,US,"Calcasieu Parish, Louisiana",30.22931235,-93.35400434,159,3,0,2.55,0.66,1.89,28553,88670,0.3,203112,142512,0.7016,51649,0.2543,609,0.003,2662,0.0131,0,0
22033,East Baton Rouge,Louisiana,US,"East Baton Rouge Parish, Louisiana",30.53842039,-91.09777565,816,25,0,2.49,0.6,1.89,58998,212900,1.4,440956,205202,0.4654,204056,0.4628,279,0.0006,12497,0.0283,0,0
22045,Iberia,Louisiana,US,"Iberia Parish, Louisiana",29.86803617,-91.75871777,83,5,0,2.7,0.74,1.96,10199,29959,0.2,70941,44079,0.6213,22855,0.3222,0,0,2044,0.0288,0,0
22051,Jefferson,Louisiana,US,"Jefferson Parish, Louisiana",29.74075478,-90.11115756,3530,121,0,2.53,0.57,1.96,70261,206813,1.1,434051,268532,0.6187,118066,0.272,1890,0.0044,16431,0.0379,93,0.0002
22055,Lafayette,Louisiana,US,"Lafayette Parish, Louisiana",30.2049055,-92.06959876,260,6,0,2.49,0.62,1.86,29415,117806,0.7,242782,167641,0.6905,63982,0.2635,467,0.0019,4655,0.0192,0,0
22057,Lafourche,Louisiana,US,"Lafourche Parish, Louisiana",29.52470226,-90.40976986,305,7,0,2.67,0.67,2,14344,42371,0.5,98115,78106,0.7961,13264,0.1352,1833,0.0187,281,0.0029,0,0
22063,Livingston,Louisiana,US,"Livingston Parish, Louisiana",30.44143993,-90.73061664,79,1,0,2.76,0.77,1.99,17307,62248,0.1,139567,124284,0.8905,7246,0.0519,375,0.0027,1211,0.0087,0,0
22071,Orleans,Louisiana,US,"Orleans Parish, Louisiana",30.06971951,-89.92660315,4565,171,0,2.33,0.51,1.81,52536,175366,7.5,391006,133177,0.3406,231314,0.5916,706,0.0018,10870,0.0278,0,0
22073,Ouachita,Louisiana,US,"Ouachita Parish, Louisiana",32.47645559,-92.15704172,230,1,0,2.52,0.68,1.84,21822,63240,1,154475,90466,0.5856,57839,0.3744,73,0.0005,1724,0.0112,0,0
22079,Rapides,Louisiana,US,"Rapides Parish, Louisiana",31.19778499,-92.52997303,110,4,0,2.52,0.67,1.85,20481,52899,1.5,130562,82324,0.6305,40327,0.3089,1099,0.0084,1344,0.0103,41,0.0003
22103,St. Tammany,Louisiana,US,"St. Tammany Parish, Louisiana",30.40942847,-89.95642711,637,17,0,2.66,0.69,1.97,40019,115022,0.2,258111,213213,0.8261,32957,0.1277,2309,0.0089,4533,0.0176,0,0
22105,Tangipahoa,Louisiana,US,"Tangipahoa Parish, Louisiana",30.62888673,-90.40664996,186,2,0,2.6,0.67,1.93,17724,54849,0.3,133777,89592,0.6697,39782,0.2974,188,0.0014,1109,0.0083,0,0
22109,Terrebonne,Louisiana,US,"Terrebonne Parish, Louisiana",29.37343766,-90.82626855,182,7,0,2.75,0.72,2.03,15227,46008,0.2,111021,78252,0.7048,20567,0.1853,6792,0.0612,1373,0.0124,31,0.0003
23001,Androscoggin,Maine,US,"Androscoggin County, Maine",44.1664747,-70.20380627,23,0,0,2.37,0.55,1.82,18104,52580,0.1,107679,98471,0.9145,3184,0.0296,66,0.0006,757,0.007,0,0
23003,Aroostook,Maine,US,"Aroostook County, Maine",46.65926321,-68.59841248,1,0,0,2.26,0.46,1.8,15500,29295,0.1,67111,63699,0.9492,279,0.0042,1397,0.0208,219,0.0033,10,0.0001
23005,Cumberland,Maine,US,"Cumberland County, Maine",43.8370751,-70.37226999,249,5,0,2.32,0.5,1.82,50364,158336,1.4,293557,268658,0.9152,9041,0.0308,377,0.0013,6951,0.0237,109,0.0004
23011,Kennebec,Maine,US,"Kennebec County, Maine",44.40759555,-69.76738544,23,1,0,2.32,0.49,1.82,22931,57722,0.1,122083,116802,0.9567,491,0.004,158,0.0013,1389,0.0114,335,0.0027
23019,Penobscot,Maine,US,"Penobscot County, Maine",45.40194593,-68.65020455,25,0,0,2.33,0.48,1.85,26437,71260,0.5,151096,143056,0.9468,1690,0.0112,2037,0.0135,1688,0.0112,0,0
23031,York,Maine,US,"York County, Maine",43.47808377,-70.71052375,108,1,0,2.4,0.52,1.88,39118,105405,0.8,206229,196797,0.9543,1954,0.0095,1121,0.0054,2565,0.0124,0,0
24001,Allegany,Maryland,US,"Allegany County, Maryland",39.62357628,-78.69280486,6,0,0,2.3,0.46,1.84,14112,28187,0.5,70975,62148,0.8756,6469,0.0911,107,0.0015,308,0.0043,7,0.0001
24003,Anne Arundel,Maryland,US,"Anne Arundel County, Maryland",39.00670238,-76.60329337,343,8,0,2.63,0.63,2,79994,299590,3.4,576031,410193,0.7121,96455,0.1674,952,0.0017,22370,0.0388,79,0.0001
24005,Baltimore,Maryland,US,"Baltimore County, Maryland",39.45784712,-76.62911955,648,11,0,2.48,0.55,1.92,136329,411402,4.7,828431,490687,0.5923,240297,0.2901,1833,0.0022,50320,0.0607,4785,0.0058
24009,Calvert,Maryland,US,"Calvert County, Maryland",38.53961642,-76.56820632,40,1,0,2.85,0.75,2.1,12769,45920,3.4,92003,74058,0.805,11823,0.1285,0,0,2346,0.0255,0,0
24013,Carroll,Maryland,US,"Carroll County, Maryland",39.56453592,-77.02373735,150,10,0,2.74,0.69,2.05,26728,86481,0.8,168429,153478,0.9112,5767,0.0342,186,0.0011,3359,0.0199,27,0.0002
24015,Cecil,Maryland,US,"Cecil County, Maryland",39.56647682,-75.94627411,37,1,0,2.7,0.69,2.01,15234,49743,1.3,102826,90629,0.8814,7325,0.0712,33,0.0003,1403,0.0136,0,0
24017,Charles,Maryland,US,"Charles County, Maryland",38.51092331,-76.98580666,129,2,0,2.83,0.76,2.08,18623,79715,5.9,161503,68969,0.427,77394,0.4792,1079,0.0067,5200,0.0322,0,0
24021,Frederick,Maryland,US,"Frederick County, Maryland",39.47296601,-77.39999394,138,4,0,2.7,0.69,2.01,34178,129931,2.7,255648,207110,0.8101,26200,0.1025,304,0.0012,10441,0.0408,260,0.001
24025,Harford,Maryland,US,"Harford County, Maryland",39.55010644,-76.3077594,55,0,0,2.68,0.67,2.01,38632,128445,1.5,253956,198408,0.7813,35479,0.1397,490,0.0019,6519,0.0257,180,0.0007
24027,Howard,Maryland,US,"Howard County, Maryland",39.25305293,-76.93126208,214,3,0,2.72,0.71,2.01,40889,167857,3.9,323196,181707,0.5622,64624,0.2,657,0.002,59189,0.1831,130,0.0004
24031,Montgomery,Maryland,US,"Montgomery County, Maryland",39.13676329,-77.20358245,793,19,0,2.7,0.65,2.04,151809,548514,15.1,1052567,542829,0.5157,196316,0.1865,2818,0.0027,152890,0.1453,391,0.0004
24033,Prince George's,Maryland,US,"Prince George's County, Maryland",38.83070039,-76.8496441,916,23,0,2.78,0.68,2.1,111152,473505,15.4,909308,142297,0.1565,566790,0.6233,2331,0.0026,37029,0.0407,187,0.0002
24037,St. Mary's,Maryland,US,"St. Mary's County, Maryland",38.30058422,-76.6062928,41,0,0,2.72,0.73,1.99,13672,55894,1.8,112664,86881,0.7712,17155,0.1523,89,0.0008,2693,0.0239,0,0
24043,Washington,Maryland,US,"Washington County, Maryland",39.60835778,-77.82002295,37,0,0,2.5,0.6,1.89,24625,66107,1.8,150926,124032,0.8218,16959,0.1124,184,0.0012,2931,0.0194,843,0.0056
24045,Wicomico,Maryland,US,"Wicomico County, Maryland",38.37301947,-75.62705831,11,1,0,2.53,0.59,1.94,15479,48398,0.8,103195,67846,0.6575,27727,0.2687,195,0.0019,3277,0.0318,0,0
24510,Baltimore City,Maryland,US,"Baltimore city, Maryland",39.30211911,-76.61151012,435,8,0,2.38,0.53,1.85,80846,274479,18,602495,183276,0.3042,371664,0.6169,1600,0.0027,15490,0.0257,61,0.0001
25001,Barnstable,Massachusetts,US,"Barnstable County, Massachusetts",41.72980578,-70.28854339,383,7,0,2.21,0.39,1.83,62229,102740,1.3,213413,195181,0.9146,8036,0.0377,1538,0.0072,3229,0.0151,95,0.0004
25003,Berkshire,Massachusetts,US,"Berkshire County, Massachusetts",42.37428441,-73.20524838,268,11,0,2.23,0.45,1.78,28064,63061,1.2,126348,113854,0.9011,3940,0.0312,374,0.003,2133,0.0169,189,0.0015
25005,Bristol,Massachusetts,US,"Bristol County, Massachusetts",41.79228404,-71.10872211,722,8,0,2.5,0.57,1.93,91150,277714,2.7,564022,473728,0.8399,25062,0.0444,753,0.0013,13053,0.0231,127,0.0002
25009,Essex,Massachusetts,US,"Essex County, Massachusetts",42.6687626,-70.94687179,1653,29,0,2.54,0.6,1.94,127337,395222,5.9,790638,612629,0.7749,35405,0.0448,1188,0.0015,28928,0.0366,0,0
25011,Franklin,Massachusetts,US,"Franklin County, Massachusetts",42.58119713,-72.58602547,107,13,0,2.29,0.45,1.84,14365,36186,1.9,70963,65352,0.9209,1107,0.0156,276,0.0039,1143,0.0161,0,0
25013,Hampden,Massachusetts,US,"Hampden County, Massachusetts",42.13440424,-72.63235561,889,38,0,2.49,0.61,1.89,75229,212684,1.9,470406,382653,0.8135,44607,0.0948,1082,0.0023,11656,0.0248,0,0
25015,Hampshire,Massachusetts,US,"Hampshire County, Massachusetts",42.33997957,-72.65898478,147,3,0,2.34,0.45,1.88,25710,81913,3.1,161355,140335,0.8697,4378,0.0271,417,0.0026,9251,0.0573,57,0.0004
25017,Middlesex,Massachusetts,US,"Middlesex County, Massachusetts",42.48607732,-71.39049229,2950,47,0,2.49,0.55,1.94,234069,861576,12.4,1614714,1226390,0.7595,87875,0.0544,4164,0.0026,198986,0.1232,1448,0.0009
25021,Norfolk,Massachusetts,US,"Norfolk County, Massachusetts",42.16073095,-71.20530408,1382,29,0,2.53,0.59,1.94,113400,364457,14.4,705388,539996,0.7655,53112,0.0753,1209,0.0017,83337,0.1181,75,0.0001
25023,Plymouth,Massachusetts,US,"Plymouth County, Massachusetts",41.94070556,-70.80802823,1067,15,0,2.67,0.66,2.01,87718,258416,5.7,518132,428704,0.8274,51695,0.0998,1136,0.0022,7949,0.0153,58,0.0001
25025,Suffolk,Massachusetts,US,"Suffolk County, Massachusetts",42.3279514,-71.07850442,2929,31,0,2.3,0.43,1.88,91123,421256,32.5,807252,443247,0.5491,175761,0.2177,2498,0.0031,71303,0.0883,165,0.0002
25027,Worcester,Massachusetts,US,"Worcester County, Massachusetts",42.35026951,-71.90493363,1077,18,0,2.55,0.61,1.93,122402,410276,1.8,830839,689588,0.83,44256,0.0533,1371,0.0017,41100,0.0495,561,0.0007
26005,Allegan,Michigan,US,"Allegan County, Michigan",42.59147037,-85.89102866,15,0,0,2.63,0.69,1.93,17957,53997,0.2,117327,108456,0.9244,2355,0.0201,404,0.0034,993,0.0085,0,0
26017,Bay,Michigan,US,"Bay County, Michigan",43.70639106,-83.98731479,30,0,0,2.38,0.54,1.85,20057,45854,0.5,103923,98807,0.9508,1851,0.0178,353,0.0034,473,0.0046,0,0
26021,Berrien,Michigan,US,"Berrien County, Michigan",41.95447397,-86.4131308,60,1,0,2.43,0.58,1.85,29119,70301,0.7,154141,121712,0.7896,21589,0.1401,862,0.0056,2842,0.0184,0,0
26025,Calhoun,Michigan,US,"Calhoun County, Michigan",42.24633834,-85.00493569,41,1,0,2.44,0.61,1.83,22793,57368,0.7,134487,109046,0.8108,13948,0.1037,789,0.0059,3634,0.027,0,0
26037,Clinton,Michigan,US,"Clinton County, Michigan",42.94400871,-84.60145248,56,1,0,2.6,0.64,1.95,12490,37224,1,79332,74461,0.9386,1975,0.0249,152,0.0019,1161,0.0146,0,0
26045,Eaton,Michigan,US,"Eaton County, Michigan",42.59599185,-84.83740035,57,2,0,2.44,0.58,1.87,19038,51786,0.8,109826,95241,0.8672,7054,0.0642,509,0.0046,2826,0.0257,0,0
26049,Genesee,Michigan,US,"Genesee County, Michigan",43.02244215,-83.70589709,568,26,0,2.48,0.63,1.85,67774,166528,1.5,406892,304719,0.7489,80771,0.1985,1523,0.0037,4031,0.0099,66,0.0002
26055,Grand Traverse,Michigan,US,"Grand Traverse County, Michigan",44.69565625,-85.55585247,14,3,0,2.39,0.54,1.85,16856,45810,1.1,92573,87687,0.9472,740,0.008,802,0.0087,508,0.0055,118,0.0013
26065,Ingham,Michigan,US,"Ingham County, Michigan",42.59716886,-84.37472069,178,1,0,2.36,0.52,1.84,36861,136962,3.6,292735,216991,0.7413,34341,0.1173,837,0.0029,20591,0.0703,30,0.0001
26073,Isabella,Michigan,US,"Isabella County, Michigan",43.64060976,-84.84664923,16,2,0,2.49,0.49,2,8289,32313,1.1,70562,61141,0.8665,1787,0.0253,3172,0.045,1333,0.0189,36,0.0005
26075,Jackson,Michigan,US,"Jackson County, Michigan",42.24807035,-84.42258681,103,4,0,2.48,0.61,1.87,26583,66977,0.3,158823,138207,0.8702,12464,0.0785,418,0.0026,1421,0.0089,86,0.0005
26077,Kalamazoo,Michigan,US,"Kalamazoo County, Michigan",42.24542231,-85.53038622,58,3,0,2.4,0.56,1.84,37117,128696,1.7,264870,212930,0.8039,27655,0.1044,928,0.0035,6269,0.0237,534,0.002
26081,Kent,Michigan,US,"Kent County, Michigan",43.03197711,-85.54934642,177,5,0,2.6,0.69,1.91,82873,322958,2,653786,519959,0.7953,62932,0.0963,2449,0.0037,21059,0.0322,614,0.0009
26087,Lapeer,Michigan,US,"Lapeer County, Michigan",43.09052506,-83.22153148,49,0,0,2.64,0.65,1.99,15019,38323,0.5,88028,84667,0.9618,649,0.0074,351,0.004,589,0.0067,52,0.0006
26091,Lenawee,Michigan,US,"Lenawee County, Michigan",41.89475156,-84.06603727,32,0,0,2.52,0.61,1.91,17507,43569,0.2,98266,92099,0.9372,2261,0.023,525,0.0053,479,0.0049,0,0
26093,Livingston,Michigan,US,"Livingston County, Michigan",42.60302282,-83.91297209,143,2,0,2.67,0.69,1.98,29976,95006,0.3,191224,184138,0.9629,1511,0.0079,836,0.0044,1872,0.0098,116,0.0006
26099,Macomb,Michigan,US,"Macomb County, Michigan",42.69158356,-82.92752801,2159,100,0,2.51,0.58,1.93,141001,413407,0.8,874759,703955,0.8047,105713,0.1208,2932,0.0034,36776,0.042,351,0.0004
26103,Marquette,Michigan,US,"Marquette County, Michigan",46.4338914,-87.64043701,15,2,0,2.26,0.45,1.81,11904,29274,0.5,66516,61832,0.9296,949,0.0143,812,0.0122,707,0.0106,67,0.001
26111,Midland,Michigan,US,"Midland County, Michigan",43.64330771,-84.38804374,22,0,0,2.46,0.59,1.87,14640,37708,1.1,83209,77869,0.9358,1229,0.0148,250,0.003,2101,0.0252,34,0.0004
26115,Monroe,Michigan,US,"Monroe County, Michigan",41.92734151,-83.53749864,117,0,0,2.59,0.63,1.96,25283,69104,0.4,150439,141477,0.9404,3117,0.0207,85,0.0006,645,0.0043,0,0
26121,Muskegon,Michigan,US,"Muskegon County, Michigan",43.29123859,-86.15176712,33,4,0,2.53,0.65,1.88,27643,72792,0.5,173588,140769,0.8109,23350,0.1345,1822,0.0105,1270,0.0073,0,0
26125,Oakland,Michigan,US,"Oakland County, Michigan",42.66090111,-83.38595416,3380,185,0,2.46,0.58,1.88,198882,626552,0.5,1259201,940933,0.7472,175057,0.139,2940,0.0023,98366,0.0781,379,0.0003
26139,Ottawa,Michigan,US,"Ottawa County, Michigan",42.95996803,-85.9969107,44,0,0,2.73,0.73,1.99,40123,144060,0.9,290494,256742,0.8838,5460,0.0188,992,0.0034,8189,0.0282,0,0
26145,Saginaw,Michigan,US,"Saginaw County, Michigan",43.33433923,-84.0513121,139,2,0,2.44,0.59,1.85,35070,81353,0.4,190800,143716,0.7532,36459,0.1911,590,0.0031,2519,0.0132,0,0
26147,St. Clair,Michigan,US,"St. Clair County, Michigan",42.92655373,-82.67937954,110,3,0,2.52,0.6,1.92,28275,71379,0.7,159337,149149,0.9361,4086,0.0256,358,0.0022,780,0.0049,57,0.0004
26155,Shiawassee,Michigan,US,"Shiawassee County, Michigan",42.953928,-84.14585902,24,0,0,2.54,0.62,1.92,11891,31183,0.4,68192,65441,0.9597,644,0.0094,60,0.0009,119,0.0017,0,0
26159,Van Buren,Michigan,US,"Van Buren County, Michigan",42.25190229,-86.01939087,16,1,0,2.61,0.67,1.94,12833,33386,0.2,75448,64726,0.8579,3063,0.0406,216,0.0029,333,0.0044,39,0.0005
26161,Washtenaw,Michigan,US,"Washtenaw County, Michigan",42.253105,-83.83853204,539,10,0,2.38,0.52,1.86,47278,183575,5.2,370963,272448,0.7344,42546,0.1147,555,0.0015,36404,0.0981,230,0.0006
26163,Wayne,Michigan,US,"Wayne County, Michigan",42.278056,-83.378611,8270,346,0,2.56,0.66,1.9,258954,718904,2.8,1753893,932034,0.5314,675924,0.3854,5808,0.0033,59619,0.034,749,0.0004
27003,Anoka,Minnesota,US,"Anoka County, Minnesota",45.27476015,-93.24604565,40,0,0,2.7,0.71,2,45250,186870,3.2,353813,294882,0.8334,23174,0.0655,2712,0.0077,15764,0.0446,144,0.0004
27013,Blue Earth,Minnesota,US,"Blue Earth County, Minnesota",44.03554215,-94.06699781,16,0,0,2.43,0.5,1.93,8703,36246,1.4,67427,60716,0.9005,2602,0.0386,132,0.002,1696,0.0252,146,0.0022
27019,Carver,Minnesota,US,"Carver County, Minnesota",44.82017001,-93.8009918,10,0,0,2.74,0.83,1.92,10962,55433,2.2,103551,95336,0.9207,1993,0.0192,25,0.0002,3132,0.0302,30,0.0003
27037,Dakota,Minnesota,US,"Dakota County, Minnesota",44.67172617,-93.06299363,67,2,0,2.6,0.69,1.91,54846,229297,3.3,425423,349067,0.8205,28112,0.0661,1080,0.0025,20517,0.0482,66,0.0002
27053,Hennepin,Minnesota,US,"Hennepin County, Minnesota",45.00761521,-93.47694895,280,14,0,2.37,0.55,1.82,164160,676195,7.3,1259428,903643,0.7175,169349,0.1345,9894,0.0079,90522,0.0719,235,0.0002
27109,Olmsted,Minnesota,US,"Olmsted County, Minnesota",44.00374114,-92.40209944,96,2,0,2.48,0.64,1.84,22399,80249,5.4,156277,130262,0.8335,10024,0.0641,200,0.0013,9542,0.0611,64,0.0004
27123,Ramsey,Minnesota,US,"Ramsey County, Minnesota",45.01625271,-93.09872295,96,3,0,2.42,0.58,1.84,74248,275479,6.7,550210,360289,0.6548,65928,0.1198,3830,0.007,81169,0.1475,95,0.0002
27131,Rice,Minnesota,US,"Rice County, Minnesota",44.3543376,-93.29658715,4,0,0,2.55,0.68,1.87,9708,33445,0.4,66523,57152,0.8591,3893,0.0585,256,0.0038,1653,0.0248,172,0.0026
27137,St. Louis,Minnesota,US,"St. Louis County, Minnesota",47.6048407,-92.46879855,16,0,0,2.25,0.46,1.79,36531,95781,2.3,199754,183984,0.9211,2661,0.0133,3763,0.0188,1573,0.0079,184,0.0009
27139,Scott,Minnesota,US,"Scott County, Minnesota",44.6490231,-93.53340251,15,1,0,2.85,0.87,1.98,14306,77400,2.1,147381,125083,0.8487,7189,0.0488,954,0.0065,9629,0.0653,0,0
27141,Sherburne,Minnesota,US,"Sherburne County, Minnesota",45.44447208,-93.77617511,10,0,0,2.86,0.85,2,9830,49654,1.2,96036,88556,0.9221,2625,0.0273,916,0.0095,1675,0.0174,0,0
27145,Stearns,Minnesota,US,"Stearns County, Minnesota",45.55192576,-94.61078221,6,0,0,2.53,0.62,1.92,22187,83713,1.4,159256,138505,0.8697,11438,0.0718,158,0.001,2985,0.0187,0,0
27163,Washington,Minnesota,US,"Washington County, Minnesota",45.03864533,-92.88429635,65,1,0,2.67,0.72,1.95,34983,133129,2.2,259201,220135,0.8493,13137,0.0507,923,0.0036,15443,0.0596,60,0.0002
27171,Wright,Minnesota,US,"Wright County, Minnesota",45.17297924,-93.96234781,9,0,0,2.78,0.84,1.94,15650,70160,0.7,136349,128071,0.9393,1279,0.0094,137,0.001,1783,0.0131,33,0.0002
28033,DeSoto,Mississippi,US,"DeSoto County, Mississippi",34.87625235,-89.99091418,136,1,0,2.78,0.79,1.99,21739,86409,0.1,182001,119484,0.6565,51441,0.2826,295,0.0016,1954,0.0107,61,0.0003
28035,Forrest,Mississippi,US,"Forrest County, Mississippi",31.18961454,-89.25832496,46,1,0,2.48,0.61,1.87,9784,31853,0.5,75036,44362,0.5912,27788,0.3703,245,0.0033,770,0.0103,193,0.0026
28047,Harrison,Mississippi,US,"Harrison County, Mississippi",30.51359752,-89.12467576,79,3,0,2.54,0.64,1.9,28457,88572,0.4,206650,140305,0.6789,52714,0.2551,440,0.0021,5047,0.0244,401,0.0019
28049,Hinds,Mississippi,US,"Hinds County, Mississippi",32.2656285,-90.44435448,158,0,0,2.6,0.71,1.89,31686,103528,0.5,237085,59615,0.2514,173435,0.7315,146,0.0006,1449,0.0061,27,0.0001
28059,Jackson,Mississippi,US,"Jackson County, Mississippi",30.54020656,-88.64184064,98,5,0,2.65,0.68,1.97,21359,60913,0.1,143277,100036,0.6982,28428,0.1984,62,0.0004,3722,0.026,0,0
28081,Lee,Mississippi,US,"Lee County, Mississippi",34.2918775,-88.68149954,30,2,0,2.55,0.69,1.86,12089,37701,0.3,85202,57076,0.6699,24351,0.2858,399,0.0047,455,0.0053,0,0
28089,Madison,Mississippi,US,"Madison County, Mississippi",32.63389156,-90.03513564,74,2,0,2.61,0.71,1.89,12925,51362,0.2,105630,61009,0.5776,40002,0.3787,32,0.0003,3021,0.0286,0,0
28121,Rankin,Mississippi,US,"Rankin County, Mississippi",32.26469147,-89.94537876,74,1,0,2.57,0.67,1.91,21695,72738,0,153902,115335,0.7494,32841,0.2134,602,0.0039,1886,0.0123,0,0
29019,Boone,Missouri,US,"Boone County, Missouri",38.99186229,-92.30723575,76,1,0,2.4,0.53,1.87,20163,91335,1.1,180005,146365,0.8131,16375,0.091,827,0.0046,8521,0.0473,0,0
29021,Buchanan,Missouri,US,"Buchanan County, Missouri",39.65816401,-94.80138942,11,0,0,2.45,0.6,1.85,13819,41392,0.9,88571,77057,0.87,4681,0.0529,233,0.0026,756,0.0085,0,0
29031,Cape Girardeau,Missouri,US,"Cape Girardeau County, Missouri",37.38489388,-89.6843587,20,0,0,2.41,0.55,1.85,12509,36685,0.5,78753,69161,0.8782,4869,0.0618,120,0.0015,1682,0.0214,0,0
29037,Cass,Missouri,US,"Cass County, Missouri",38.64789422,-94.353399,26,1,0,2.65,0.71,1.94,16489,49713,0.1,104954,95973,0.9144,4046,0.0386,544,0.0052,711,0.0068,103,0.001
29043,Christian,Missouri,US,"Christian County, Missouri",36.9711783,-93.18537118,17,0,0,2.64,0.73,1.92,12600,39433,0,86983,82168,0.9446,1950,0.0224,943,0.0108,419,0.0048,0,0
29047,Clay,Missouri,US,"Clay County, Missouri",39.31132056,-94.41850862,37,0,0,2.51,0.65,1.86,32349,123441,0.4,246365,209718,0.8512,16327,0.0663,1300,0.0053,4489,0.0182,722,0.0029
29051,Cole,Missouri,US,"Cole County, Missouri",38.50455671,-92.27860244,31,1,0,2.39,0.6,1.79,11811,37124,0.5,76796,64447,0.8392,9206,0.1199,463,0.006,1023,0.0133,0,0
29077,Greene,Missouri,US,"Greene County, Missouri",37.2575872,-93.34230916,69,7,0,2.31,0.51,1.8,45660,135736,0.7,291923,261783,0.8968,8836,0.0303,1433,0.0049,5308,0.0182,123,0.0004
29095,Jackson,Missouri,US,"Jackson County, Missouri",39.01002188,-94.34724536,155,4,0,2.41,0.6,1.81,98843,338514,2.1,700307,473711,0.6764,163281,0.2332,2039,0.0029,12554,0.0179,2275,0.0032
29097,Jasper,Missouri,US,"Jasper County, Missouri",37.20351921,-94.34050458,13,0,0,2.52,0.66,1.86,17632,55916,0.4,120636,107377,0.8901,2444,0.0203,3024,0.0251,1326,0.011,98,0.0008
29099,Jefferson,Missouri,US,"Jefferson County, Missouri",38.25926778,-90.53870896,81,2,0,2.65,0.67,1.98,31434,108550,0.2,224347,215160,0.9591,984,0.0044,765,0.0034,1536,0.0068,212,0.0009
